"filer_name","election_year","jurisdiction","office","position","party","contributions_amount","expenditures_amount","debts_amount","independent_expenditures_for_amount","independent_expenditures_against_amount","jurisdiction_type","candidacy_id","jurisdiction_code","declared","withdrew","discontinued"
"JESÚS PÉREZ-LINARES (Jesús Pérez-Linares)","2025","CITY OF BURLINGTON","CITY COUNCIL MEMBER","6",,"0","0","0","0","0","Local","3335316","3083","2025-05-08T00:00:00.000",,
"JETER CATHARINE M (CATHARINE JETER)","2015","PIERCE CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NONE","0","0","0","0","0","Local","5396","3879",,,
"JEVONS ENRIQUE F","2013","CITY OF YAKIMA","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","9601","4417",,,
"JEWELL ROBERT P (PAUL JEWELL)","2012","KITTITAS CO","COUNTY COMMISSIONER",,"REPUBLICAN","22219.00","20162.91","0.0","0","0","Local","10105","3559",,,
"JEWELL ROBERT P (ROBERT JEWELL)","2016","KITTITAS CO","COUNTY COMMISSIONER",,"REPUBLICAN","21385.25","20938.58","0.0","0","0","Local","4205","3559",,,
"JEZOREK MATTHEW R (MATTHEW JEZOREK)","2017","CITY OF MAPLE VALLEY","CITY COUNCIL MEMBER",,"NONE","495.09","370.11","0.0","0","0","Local","2408","5009",,,
"J.F. Lester","2025","TOWN OF MANSFIELD","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3335856","3689","2025-05-08T00:00:00.000",,
"J. G. Sandy Phillips","2024","WHATCOM CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 4",,"24270.27","31064.38","0.0","0","0","Local","3309353","4335","2024-05-06T00:00:00.000",,
"JHANSON ROBBIE G (ROBBIE JHANSON)","2015","ELMA SD 068 *","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","20847","3269",,,
"Jhoanna Jones","2023","CITY OF RICHLAND","CITY COUNCIL MEMBER","1",,"1500.00","1494.29","0.0","0","0","Local","567380","4010","2023-05-15T00:00:00.000",,
"Jhoanna Jones (Jhoanna R. Jones)","2021","CITY OF RICHLAND","CITY COUNCIL MEMBER","1",,"16423.72","16423.72","0.0","30000.00","0","Local","235057","4010","2021-05-18T00:00:00.000",,
"Jiggy Sorrell","2025","CITY OF BLAINE","CITY COUNCIL MEMBER","2",,"1778.76","0.00","0.0","0","0","Local","3322234","3066","2025-05-06T00:00:00.000",,
"JILK STEPHAN J","2013","LYNDEN SD 504","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","9583","3683",,,
"JILK STEPHAN J","2011","LYNDEN SD 504","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","12208","3683",,,
"JILK STEPHAN J (STEPHAN JILK)","2017","LYNDEN SD 504","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","2407","3683",,,
"JILK STEPHAN J (Steve Jilk)","2021","LYNDEN SD 504","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","93968","3683","2021-05-17T00:00:00.000",,
"Jill A. Boltz","2019","SOUTH KITSAP SD 402","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","18921","4034","2019-05-14T00:00:00.000",,
"Jill Adams (Jill Tokarczyk Adams)","2023","TUMWATER SD 033","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","859751","4266","2023-05-16T00:00:00.000",,
"Jill Amanda Karmy (Jill A. Karmy)","2026","COWLITZ CO SUPERIOR COURT","SUPERIOR COURT JUDGE","4",,"12408.76","4861.96","0.0","0","0","Judicial","3391784","3202","2026-05-04T00:00:00.000",,
"Jill Buhler Rienstra","2025","JEFFERSON HOSP DIST 2","HOSPITAL COMMISSIONER","5",,"0","0","0","0","0","Local","3323145","3447","2025-05-05T00:00:00.000","2025-05-13T00:00:00.000",
"Jill Buhler Rienstra","2019","JEFFERSON HOSP DIST 2","HOSPITAL COMMISSIONER","5",,"0","0","0","0","0","Local","19035","3447",,,
"Jill Buhler Rienstra","2013","JEFFERSON HOSP DIST 2","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","9962","3447",,,
"Jill Delaney","2023","MT ADAMS SD 209","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","2079017","3751","2023-05-15T00:00:00.000",,
"Jill D. Johnson","2016","ISLAND CO","COUNTY COMMISSIONER",,"REPUBLICAN","22112.98","20708.62","367.97","0","0","Local","4912","3424",,,
"Jill D. Johnson (Jill Johnson)","2024","ISLAND CO","COUNTY COMMISSIONER","2","REPUBLICAN","32793.88","28696.93","0.0","0","0","Local","3287988","3424","2024-05-09T00:00:00.000",,
"Jill D. Johnson (Jill Johnson)","2020","ISLAND CO","COUNTY COMMISSIONER","2","REPUBLICAN","29806.00","30463.39","0.0","0","320.00","Local","25745","3424",,,
"Jill D. Johnson (JILL JOHNSON)","2012","ISLAND CO","COUNTY COMMISSIONER",,"REPUBLICAN","44344.81","43684.11","26.49","906.50","0","Local","10129","3424",,,
"Jill D. Thompson","2023","TOWN OF WATERVILLE","MAYOR",,,"0","0","0","0","0","Local","2079330","4323","2023-05-15T00:00:00.000",,
"Jill E. Whelchel","2018","WHITMAN CO","COUNTY CLERK",,"NONE","0","0","0","0","0","Local","445","4375",,,
"Jill E. Whelchel","2014","WHITMAN CO","COUNTY CLERK",,"REPUBLICAN","0","0","0","0","0","Local","7729","4375",,,
"Jill E. Whelchel (Jill Whelchel)","2026","WHITMAN CO","COUNTY CLERK",,"NONE","0","0","0","0","0","Local","3392445","4375","2026-05-04T00:00:00.000",,
"Jill E. Whelchel (Jill Whelchel)","2022","WHITMAN CO","COUNTY CLERK",,"INDEPENDENT","0","0","0","0","0","Local","599524","4375","2022-05-16T00:00:00.000",,
"Jill Gleason","2023","SNOHOMISH FIRE PROT DIST 04","FIRE COMMISSIONER","2",,"0","0","0","0","0","Local","689577","4115","2023-05-19T00:00:00.000",,
"Jilliana M Anderson (Jill Anderson)","2025","BAINBRIDGE ISLAND SD 303","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","3323440","3037","2025-05-05T00:00:00.000",,
"JILLIAN ASTRA ENGLAND","2010","LEG DISTRICT 36 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","5647.84","5323.84","0.0","23.07","0","Legislative","13799","4850",,,
"JILLIAN ASTRA ENGLAND (Jillian England)","2026","LEG DISTRICT 36 - SENATE","STATE SENATOR",,"REPUBLICAN","456.44","356.44","0.0","0","0","Legislative","3393497","4765","2026-05-06T00:00:00.000",,
"Jillian Henze","2023","CITY OF WAITSBURG","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","2078748","4297","2023-05-15T00:00:00.000",,
"Jilliann Marie Patterson (Jilliann Patterson)","2025","SUNNYSIDE SD 201","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","3331399","4212","2025-05-07T00:00:00.000",,
"Jilliann Marie Patterson (Jilliann Patterson)","2021","SUNNYSIDE SD 201","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","333298","4212","2021-05-19T00:00:00.000",,
"JILL I WEISZMANN (Jill Weiszmann)","2019","CITY OF CHENEY","CITY COUNCIL MEMBER","6",,"0","0","0","0","0","Local","24496","3126","2019-05-13T00:00:00.000",,
"JILL I WEISZMANN (JILL WEISZMANN)","2015","CITY OF CHENEY","CITY COUNCIL MEMBER","6",,"0","0","0","0","0","Local","23021","3126",,,
"JILL I WEISZMANN (JILL WEISZMANN)","2011","CITY OF CHENEY","CITY COUNCIL MEMBER","6",,"0","0","0","0","0","Local","23020","3126",,,
"Jill Klinge","2026","KING CO DIST CT-NORTHEAST","DISTRICT COURT JUDGE","5",,"0","0","0","0","0","Judicial","3391102","3469","2026-05-04T00:00:00.000",,
"Jill Klinge","2022","KING CO DIST CT-NORTHEAST","DISTRICT COURT JUDGE","5",,"2201.20","2377.95","0.0","0","0","Judicial","567603","3469","2022-05-16T00:00:00.000",,
"Jill Klinge","2020","KING CO DIST CT-NORTHEAST","DISTRICT COURT JUDGE","5",,"1818.46","2689.31","0.0","0","0","Judicial","25753","3469",,,
"Jill L. Geary (JILL GEARY)","2015","SEATTLE SCHOOL DIST 001","SCHOOL DIRECTOR",,"DEMOCRATIC","69407.01","72217.30","0.0","0","0","Local","5287","4710",,,
"Jill M. Edgin","2025","MARY M KNIGHT SD 311 *","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3328621","3695","2025-05-06T00:00:00.000",,
"Jill M. Oldson (Jill Oldson)","2023","RICHLAND SD 400","SCHOOL DIRECTOR","5",,"0","0","0","830.74","0","Local","844500","4011","2023-05-16T00:00:00.000",,
"Jill M. Oldson (JILL OLDSON)","2015","RICHLAND SD 400","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","5599","4011",,,
"Jill M. Oldson (OLDSON JILL M)","2019","RICHLAND SD 400","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","24243","4011","2019-05-13T00:00:00.000",,
"Jill Ross","2025","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 3, Position 1",,"0","0","0","0","0","Local","3335450","3147","2025-05-09T00:00:00.000",,
"Jill Satran-Loudin","2025","BELFAIR WATER DIST","WATER & SEWER COMMISSIONER","2",,"0","0","0","0","0","Local","3328764","3043","2025-05-07T00:00:00.000",,
"Jill Schmierer","2023","WILBUR SD 200","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","2078467","4399","2023-05-15T00:00:00.000",,
"Jill Warne (JILL WARNE)","2020","GRAYS HARBOR CO","COUNTY COMMISSIONER","1","REPUBLICAN","23927.87","8465.87","0.0","0","0","Local","70373","3369",,,
"Jilona I Speer  (Jilona Speer)","2024","LEWIS PUD 01","PUBLIC UTILITY COMMISSIONER","2",,"1762.37","1528.58","0.0","0","0","Local","3298577","3648","2024-05-06T00:00:00.000",,
"Jilona I Speer  (Jilona Speer)","2023","TOWN OF PE ELL","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","2079451","3863","2023-05-16T00:00:00.000",,
"Jim Ball","2023","ONALASKA SD 300","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","755098","3826","2023-05-15T00:00:00.000",,
"Jim Barry","2025","TOWN OF UNIONTOWN","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","3368936","4270","2025-07-31T00:00:00.000",,
"Jim Barry","2023","TOWN OF UNIONTOWN","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","2079048","4270","2023-05-18T00:00:00.000",,
"Jim Campbell","2026","THURSTON PUD 01, 02, 03","PUBLIC UTILITY COMMISSIONER","1",,"12125.67","3308.65","0.0","0","0","Local","3382162","4248","2026-05-04T00:00:00.000",,
"Jim Cannon","2023","MARY WALKER SD 207","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","1555687","3696","2023-05-18T00:00:00.000",,
"Jim Carlson","2023","SPOKANE FIRE PROT DIST 12","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","2078286","4167","2023-05-18T00:00:00.000",,
"Jim C Nelly","2017","CLARKSTON SD J250-185 *","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","3790","3164",,,
"Jim C Nelly","2015","CLARKSTON SD J250-185 *","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","6310","3164",,,
"Jim C Nelly (Jim C. Nelly)","2025","CLARKSTON SD J250-185 *","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","688988","3164",,,
"Jim C Nelly (Jim Nelly)","2021","CLARKSTON SD J250-185 *","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","144508","3164","2021-05-18T00:00:00.000",,
"Jim C Nelly (Nelly Jim C)","2023","CLARKSTON SD J250-185 *","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","689291","3164",,,
"Jim Dalke","2025","FEDERAL WAY SD 210","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","3328455","3287","2025-05-06T00:00:00.000",,
"Jim Derrer","2023","LINCOLN FIRE PROT DIST 07","FIRE COMMISSIONER","3",,"0","0","0","0","0","Local","2079386","3663","2023-05-16T00:00:00.000",,
"Jim Detro","2014","OKANOGAN CO","COUNTY COMMISSIONER",,"REPUBLICAN","0","0","0","0","0","Local","8081","3801",,,
"Jim Detro","2010","OKANOGAN CO","COUNTY COMMISSIONER",,"REPUBLICAN","24631.53","24410.94","0.0","0","0","Local","13847","3801",,,
"Jim Detro (JAMES DETRO)","2018","OKANOGAN CO","COUNTY COMMISSIONER","3","REPUBLICAN","15852.08","11974.03","0.0","243.06","0","Local","792","3801",,,
"Jim DeVere","2023","TOWN OF SOUTH CLE ELUM","MAYOR",,,"0","0","0","0","0","Local","2079276","4032","2023-05-17T00:00:00.000",,
"Jim D Kime","2021","COLUMBIA CO PUBLIC HOSP DIST 1 *","HOSPITAL COMMISSIONER","3",,"0","0","0","0","0","Local","94117","3178","2021-05-17T00:00:00.000",,
"Jim D Kime","2015","COLUMBIA CO PUBLIC HOSP DIST 1 *","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","6494","3178",,,
"Jim D Kime","2009","COLUMBIA CO PUBLIC HOSP DIST 1 *","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","15060","3178",,,
"Jim Doumit","2023","STRATHVIEW WATER DIST 16","WATER & SEWER COMMISSIONER","3",,"0","0","0","0","0","Local","2078618","4707","2023-05-17T00:00:00.000",,
"Jim Doumit (James Doumit)","2025","STRATHVIEW WATER DIST 16","WATER & SEWER COMMISSIONER","3",,"0","0","0","0","0","Local","3368933","4707","2025-08-06T00:00:00.000",,
"Jim Duncan (JAMES DUNCAN)","2014","WALLA WALLA CO","COUNTY COMMISSIONER",,"REPUBLICAN","4830.00","6622.79","0.0","0","0","Local","7341","4302",,,
"Jim Duncan (JIM DUNCAN)","2018","WALLA WALLA CO","COUNTY COMMISSIONER","3","REPUBLICAN","750.00","782.26","0.0","0","0","Local","1010","4302",,,
"Jim Dwyer","2023","COWLITZ FIRE PROT DIST 05","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","1064934","3207","2023-05-17T00:00:00.000",,
"JIMENEZ LUIS","2013","STEILACOOM HIST SD 001","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","9599","4184",,,
"JIMENEZ LUIS","2011","STEILACOOM HIST SD 001","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","12207","4184",,,
"Jim Femling","2025","FERRY CO FIRE PROT DIST 03","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","3325996","3296","2025-05-06T00:00:00.000",,
"Jim Ferrell","2025","CITY OF FEDERAL WAY","MAYOR",,,"165771.74","161173.63","14451.60","0","0","Local","689300","4679","2025-05-05T00:00:00.000",,
"Jim Ferrell","2022","KING CO","COUNTY PROSECUTOR",,"NONE","412757.43","414794.54","14451.60","349936.16","55000.00","Local","567422","5090","2022-05-16T00:00:00.000",,
"Jim Ferrell","2021","CITY OF FEDERAL WAY","MAYOR",,,"105238.04","113293.33","0.0","52.72","0","Local","92956","4679","2021-05-17T00:00:00.000",,
"Jim Ferrell","2013","CITY OF FEDERAL WAY","MAYOR",,"NON PARTISAN","26731.00","25171.38","0.0","0","0","Local","9786","4679",,,
"Jim Ferrell","2011","CITY OF FEDERAL WAY","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","12485","4679",,,
"Jim Ferrell","2010","CITY OF FEDERAL WAY","MAYOR",,"NON PARTISAN","73369.36","79112.74","0.0","0","0","Local","13787","4679",,,
"Jim Ferrell (JAMES FERRELL)","2017","CITY OF FEDERAL WAY","MAYOR",,"NONE","117965.37","111657.00","0.0","739.68","0","Local","3484","4679",,,
"Jim Foote","2025","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 2, Position 3",,"0.0","0.00","0.0","0","0","Local","3322214","3147","2025-05-05T00:00:00.000",,
"Jim Forbes","2021","LEWIS FIRE PROT DIST 06","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","197406","3635","2021-05-18T00:00:00.000",,
"Jim Fretwell","2023","YAKIMA FIRE PROT DIST 14","FIRE COMMISSIONER","2",,"0","0","0","0","0","Local","2078334","4433","2023-05-15T00:00:00.000",,
"Jim Fretwell (James Fretwell)","2025","YAKIMA FIRE PROT DIST 14","FIRE COMMISSIONER","2",,"0","0","0","0","0","Local","3368930","4433","2025-08-11T00:00:00.000",,
"Jim Gillespie","2019","CITY OF MILTON *","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","24226","3737","2019-05-13T00:00:00.000",,
"Jim Gordon","2023","WHITMAN HOSP DIST 2","HOSPITAL COMMISSIONER","3",,"0","0","0","0","0","Local","2079326","4377","2023-05-19T00:00:00.000",,
"Jim Griggs","2021","KING CO HOSP DIST 1 VALLEY","HOSPITAL COMMISSIONER","2",,"0","0","0","0","0","Local","249517","3504","2021-05-20T00:00:00.000",,
"Jim Griggs","2019","KING CO HOSP DIST 1 VALLEY","HOSPITAL COMMISSIONER","2",,"0","0","0","0","0","Local","23554","3504","2019-05-20T00:00:00.000",,
"Jim Haguewood","2023","CITY OF PORT ANGELES","CITY COUNCIL MEMBER","5",,"0","0","0.0","0","0","Local","1282367","3916","2023-05-18T00:00:00.000",,
"Jim Henderson","2024","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","76938.84","83405.12","0.0","846.76","0","Legislative","3296683","4829","2024-05-06T00:00:00.000",,
"Jim Hickam","2023","COLUMBIA FIRE PROT DIST 02","FIRE COMMISSIONER","3",,"0","0","0","0","0","Local","2079229","3181","2023-05-19T00:00:00.000",,
"Jim Honeyford","2022","LEG DISTRICT 15 - SENATE","STATE SENATOR",,"REPUBLICAN","18400.00","20933.34","0.0","0","0","Legislative","93520","4744","2022-05-16T00:00:00.000","2022-05-24T00:00:00.000",
"Jim Honeyford","2019","LEG DISTRICT 15 - SENATE","STATE SENATOR",,"REPUBLICAN","0.0","4900.00","0.0","0","0","Legislative","1846","4744",,,
"Jim Honeyford","2014","LEG DISTRICT 15 - SENATE","STATE SENATOR",,"REPUBLICAN","161503.67","160990.61","0.0","6.20","0","Legislative","7997","4744",,,
"Jim Honeyford","2010","LEG DISTRICT 15 - SENATE","STATE SENATOR",,"REPUBLICAN","120572.00","121579.89","0.0","520.24","0","Legislative","13620","4744",,,
"Jim Honeyford (JIM HONEYFORD)","2018","LEG DISTRICT 15 - SENATE","STATE SENATOR",,"REPUBLICAN","131142.43","130184.69","0.0","0","0","Legislative","114","4744",,,
"Jim Jerow","2023","CRESTON SD 073","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","2078538","3214","2023-05-16T00:00:00.000",,
"Jim Kastama","2025","CITY OF PUYALLUP","CITY COUNCIL MEMBER","City Council Member District 1, Position 2 ",,"17775.00","7912.06","0.0","0","0","Local","3321654","3988","2025-05-05T00:00:00.000",,
"Jim Kastama","2021","CITY OF PUYALLUP","CITY COUNCIL MEMBER","City Council Member District 1, Position 2 ",,"700.00","625.03","0.0","0","0","Local","25571","3988","2021-05-17T00:00:00.000",,
"Jim Kastama","2012","LEG DISTRICT 25 - SENATE","STATE SENATOR",,"DEMOCRATIC","8808.88","8808.88","0.0","0","0","Legislative","10837","4754",,,
"Jim Kastama","2012","State of Washington","SECRETARY OF STATE",,"DEMOCRATIC","70729.39","69881.61","0.0","0","0","Statewide","10836","1000",,,
"Jim Kastama (JIM KASTAMA)","2017","CITY OF PUYALLUP","CITY COUNCIL MEMBER",,"NON PARTISAN","5241.28","4920.82","0.0","0","0","Local","2178","3988",,,
"Jim Klaustermeyer Jr.","2023","FRANKLIN FIRE PROT DIST 04","FIRE COMMISSIONER","2",,"0","0","0","0","0","Local","2079381","3312","2023-05-15T00:00:00.000",,
"Jim Malinowski (JAMES MALINOWSKI)","2018","CLARK PUBLIC UTILITIES","PUBLIC UTILITY COMMISSIONER","1","NONE","9125.21","10053.81","0.0","0","0","Local","472","3162",,,
"Jim Malinowski (JIM MALINOWSKI)","2012","CLARK PUBLIC UTILITIES","PUBLIC UTILITY COMMISSIONER",,"NONE","13351.87","17197.46","0.0","0","0","Local","10118","3162",,,
"Jim Moeller","2012","LEG DISTRICT 49 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","96674.58","94324.65","0.0","0","0","Legislative","10753","4876",,,
"Jim Moeller","2010","LEG DISTRICT 49 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","110260.13","108980.14","0.0","0","1253.37","Legislative","13398","4876",,,
"Jim Moeller (JAMES MOELLER)","2016","State of Washington","LIEUTENANT GOVERNOR",,"DEMOCRATIC","26436.89","25026.47","0.0","0","0","Statewide","4731","1000",,,
"Jim Moeller (JAMES MOELLER)","2014","LEG DISTRICT 49 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","88445.67","96874.55","0.0","0","0","Legislative","7303","4876",,,
"Jim Moeller (JAMESQ MOELLER)","2016","LEG DISTRICT 49 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","4360.00","6741.47","0.0","0","0","Legislative","4732","4876",,,
"Jim Moeller (JIM MOELLER)","2018","CLARK CO","COUNTY COUNCIL MEMBER","1","DEMOCRATIC","0.0","8912.44","0.0","0","0","Local","466","3147",,,
"Jim Moeller (JIM MOELLER)","2013","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NONE","545.00","545.00","0.0","0","0","Local","8228","3147",,,
"Jimmy Davidson","2023","CITY OF LAKEWOOD","CITY COUNCIL MEMBER","6",,"0","0","0","0","0","Local","1625678","4905","2023-05-19T00:00:00.000",,"2023-06-26T00:00:00.000"
"Jimmy Davidson","2022","CITY OF LAKEWOOD","CITY COUNCIL MEMBER","6",,"0","0","0","0","0","Local","3236494","4905",,,
"Jimmy Matta","2021","CITY OF BURIEN","CITY COUNCIL MEMBER","3",,"104196.57","109638.51","2500.00","268.31","0","Local","93344","4713","2021-05-17T00:00:00.000",,
"Jimmy Matta (JIMMY MATTA)","2017","CITY OF BURIEN","CITY COUNCIL MEMBER",,"NONE","24623.25","24309.47","146.03","0","0","Local","2450","4713",,,
"Jimmy Mulrony","2019","KLICKITAT FIRE PROT DIST 07","FIRE COMMISSIONER",,,"0","0","0","0","0","Local","23589","3589","2019-05-15T00:00:00.000",,
"Jimmy Mulrony (Jimmy J. Mulrony)","2025","KLICKITAT FIRE PROT DIST 07","FIRE COMMISSIONER","3",,"0","0","0","0","0","Local","3322679","3589","2025-05-05T00:00:00.000",,
"Jimmy Sarno","2023","SKYKOMISH SD 404","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","755080","4105","2023-05-15T00:00:00.000",,
"Jimmy Sherrell","2024","DOUGLAS CO","COUNTY COMMISSIONER","2","REPUBLICAN","4250.40","2146.74","0.0","0","0","Local","3298417","3235","2024-05-06T00:00:00.000",,
"Jim Olsen","2021","RAYMOND SD 116","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","132431","4000","2021-05-18T00:00:00.000",,
"Jim Olsen","2019","RAYMOND SD 116","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","23593","4000","2019-05-13T00:00:00.000",,
"Jim Quigg","2025","CITY OF NEWCASTLE","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","3322592","4884","2025-05-05T00:00:00.000",,
"Jim Quigg","2021","CITY OF NEWCASTLE","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","123063","4884","2021-05-17T00:00:00.000",,
"Jim Raymond","2022","FRANKLIN CO","COUNTY SHERIFF",,"REPUBLICAN","16573.22","18288.25","0.0","0","0","Local","567193","3306","2022-05-16T00:00:00.000",,
"Jim Raymond (JAMES RAYMOND)","2018","FRANKLIN CO","COUNTY SHERIFF",,"REPUBLICAN","1151.90","1507.64","0.0","0","0","Local","573","3306",,,
"Jim Raymond (JAMES RAYMOND)","2014","FRANKLIN CO","COUNTY SHERIFF",,"REPUBLICAN","44018.87","42326.51","0.0","0","0","Local","7693","3306",,,
"Jim R Delvin","2019","KING CO WATER DIST 54","WATER & SEWER COMMISSIONER",,,"0","0","0.0","0","0","Local","18823","3514","2019-05-20T00:00:00.000",,
